review,rating,source,date,bank,cleaned_review,sentiment_label,sentiment_score,identified_theme
"Dashen bank app is very good, but sometimes it is not working well",5,Google Play,2025-05-15,Dashen,dashen bank app good work,neutral,-0.0321,General
its my choice,5,Google Play,2025-05-15,Dashen,choice,neutral,0.0,General
wow apo,5,Google Play,2025-05-15,Dashen,wow apo,positive,0.5859,General
awesome app keep going,5,Google Play,2025-05-14,Dashen,awesome app go,positive,0.6249,General
wow,5,Google Play,2025-05-14,Dashen,wow,positive,0.5859,General
👍,5,Google Play,2025-05-14,Dashen,,neutral,0.0,General
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,Google Play,2025-05-14,Dashen,grow ethiopian digital banking step feture simple fast convince,positive,0.25,General
Game changer,5,Google Play,2025-05-13,Dashen,game changer,neutral,0.0,General
Totally amazing,5,Google Play,2025-05-13,Dashen,totally amazing,positive,0.624,General
super 😎,5,Google Play,2025-05-13,Dashen,super,positive,0.5994,General
what a helpful app!!!!,5,Google Play,2025-05-13,Dashen,helpful app,positive,0.6083,General
Good,4,Google Play,2025-05-13,Dashen,good,positive,0.4404,General
nice,5,Google Play,2025-05-13,Dashen,nice,positive,0.4215,General
wow,5,Google Play,2025-05-13,Dashen,wow,positive,0.5859,General
"To be honest, best banking and lifestyle app in Ethiopia.",5,Google Play,2025-05-12,Dashen,honest good banking lifestyle app ethiopia,positive,0.8176,General
fast,5,Google Play,2025-05-12,Dashen,fast,neutral,0.0,General
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,Google Play,2025-05-12,Dashen,seamless digital platform db superapp live motto step ahead,neutral,0.0,General
good,5,Google Play,2025-05-09,Dashen,good,positive,0.4404,General
Amazing app super easy to use and best design. loved it.,5,Google Play,2025-05-09,Dashen,amazing app super easy use good design love,positive,0.9623,ui
its the best ever,5,Google Play,2025-05-09,Dashen,good,positive,0.6369,General
nice,5,Google Play,2025-05-08,Dashen,nice,positive,0.4215,General
excellent game changer App,5,Google Play,2025-05-08,Dashen,excellent game changer app,positive,0.5719,General
